Order_ID,Component_ID,Vendor_ID,Route_ID,Order_Date,Contractual_Delivery_Date,Actual_Delivery_Date,Delivered_Qty,Ordered_Qty,Price_per_Unit,Committed_Lead_Days,Actual_Lead_Days,Shortfall,Shortfall_flag,Delay_Indicator,Source,Destination,Mode,Avg_Transit_Days,Weather_Disruption_Index,Route Risk Score,Backup Route Availability,Peak_Congestion_Indicator,vendor_id,vendor_name,Reliability_score,avg_lead_days,past_incident_count,Quality_Rejection_Rate (%),Supplier_Dependency_Index,collaboration_tenure
O3169,C02,V011,R028,09-06-2010,14-08-2010,07-08-2010,50,317,12.75,66,59,267,1,0,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O3170,C03,V008,R029,09-06-2010,25-07-2010,05-08-2010,430,727,88,46,57,297,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O3171,C02,V004,R022,11-06-2010,01-07-2010,07-07-2010,50,270,12.75,20,26,220,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V004,Delta Traders,92,3,2,1,35,3
O3172,C05,V009,R004,13-06-2010,29-07-2010,02-08-2010,327,750,37,46,50,423,1,1,Hyderabad,Bangalore,Train,3,1.8,2.1,Yes,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O3173,C02,V004,R008,14-06-2010,11-07-2010,20-07-2010,256,750,12.75,27,36,494,1,1,Bhopal,Bangalore,Lorry,3,2,2.6,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O3174,C03,V008,R022,15-06-2010,14-08-2010,09-08-2010,50,264,88,60,55,214,1,0,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O3175,C02,V011,R028,16-06-2010,07-07-2010,29-06-2010,50,532,12.75,21,13,482,1,0,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O3176,C02,V007,R015,16-06-2010,08-07-2010,23-07-2010,172,750,12.75,22,37,578,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O3177,C04,V013,R010,16-06-2010,29-07-2010,26-08-2010,201,538,65.2,43,71,337,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V013,Nu Logistics,77,6,3,6.5,77,5
O3178,C02,V002,R017,16-06-2010,10-08-2010,26-08-2010,109,130,12.75,55,71,21,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O3179,C01,V015,R028,17-06-2010,30-06-2010,27-07-2010,50,750,25.5,13,40,700,1,1,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V015,Omicron Co.,81,3,0,4.4,69,7
O3180,C05,V014,R014,19-06-2010,23-07-2010,07-08-2010,82,750,37,34,49,668,1,1,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V014,Xi Exports,85,3,1,2.3,40,6
O3181,C04,V014,R028,20-06-2010,10-08-2010,19-08-2010,97,697,65.2,51,60,600,1,1,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V014,Xi Exports,85,3,1,2.3,40,6
O3182,C05,V014,R003,21-06-2010,29-07-2010,06-08-2010,50,750,37,38,46,700,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V014,Xi Exports,85,3,1,2.3,40,6
O3183,C01,V009,R028,21-06-2010,05-07-2010,04-08-2010,50,369,25.5,14,44,319,1,1,Bhopal,Bangalore,Flight,2,0.9,1.2,Yes,Low,V009,Iota Traders,64,6,1,8.1,80,1
O3184,C05,V009,R016,25-06-2010,13-08-2010,26-08-2010,236,392,37,49,62,156,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V009,Iota Traders,64,6,1,8.1,80,1
O3185,C04,V015,R020,26-06-2010,19-08-2010,11-09-2010,254,336,65.2,54,77,82,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V015,Omicron Co.,81,3,0,4.4,69,7
O3186,C01,V009,R017,27-06-2010,19-08-2010,26-08-2010,397,750,25.5,53,60,353,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V009,Iota Traders,64,6,1,8.1,80,1
O3187,C04,V007,R005,01-07-2010,19-08-2010,31-08-2010,156,750,65.2,49,61,594,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V007,Eta Vendors,92,4,1,2.4,51,2
O3188,C02,V010,R002,01-07-2010,27-08-2010,31-08-2010,50,167,12.75,57,61,117,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V010,Kappa Goods,63,8,4,6.1,86,2
O3189,C05,V011,R013,01-07-2010,04-08-2010,10-08-2010,50,224,37,34,40,174,1,1,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O3190,C05,V004,R005,02-07-2010,21-07-2010,30-07-2010,335,721,37,19,28,386,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V004,Delta Traders,92,3,2,1,35,3
O3191,C04,V015,R001,02-07-2010,04-09-2010,29-08-2010,106,750,65.2,64,58,644,1,0,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O3192,C01,V006,R020,03-07-2010,20-08-2010,17-08-2010,50,296,25.5,48,45,246,1,0,Amritsar,Bangalore,Train,4,3,3.5,No,High,V006,Zeta Imports,87,7,1,6,66,2
O3193,C02,V010,R020,04-07-2010,30-07-2010,18-08-2010,50,385,12.75,26,45,335,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V010,Kappa Goods,63,8,4,6.1,86,2
O3194,C02,V007,R030,04-07-2010,01-08-2010,25-07-2010,184,319,12.75,28,21,135,1,0,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O3195,C05,V004,R026,05-07-2010,05-08-2010,17-08-2010,254,734,37,31,43,480,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O3196,C01,V008,R022,07-07-2010,23-07-2010,25-07-2010,50,271,25.5,16,18,221,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O3197,C02,V010,R005,08-07-2010,18-08-2010,14-08-2010,50,695,12.75,41,37,645,1,0,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V010,Kappa Goods,63,8,4,6.1,86,2
O3198,C04,V012,R026,09-07-2010,04-09-2010,20-09-2010,50,383,65.2,57,73,333,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V012,Mu Materials,50,11,5,6.7,80,4
O3199,C04,V003,R025,09-07-2010,29-08-2010,11-09-2010,50,750,65.2,51,64,700,1,1,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O3200,C02,V005,R014,10-07-2010,12-08-2010,06-08-2010,50,274,12.75,33,27,224,1,0,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V005,Epsilon Corp,68,10,1,5,70,1
O3201,C04,V009,R022,10-07-2010,09-09-2010,07-09-2010,50,607,65.2,61,59,557,1,0,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V009,Iota Traders,64,6,1,8.1,80,1
O3202,C05,V005,R029,11-07-2010,30-07-2010,27-08-2010,688,716,37,19,47,28,1,1,Surat,Bangalore,Lorry,4,2.4,2.9,Yes,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O3203,C03,V008,R023,12-07-2010,09-08-2010,16-08-2010,115,590,88,28,35,475,1,1,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O3204,C02,V008,R011,13-07-2010,24-08-2010,07-09-2010,50,750,12.75,42,56,700,1,1,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V008,Theta Supplies,72,3,0,4.3,35,4
O3205,C01,V013,R027,13-07-2010,22-07-2010,23-07-2010,169,223,25.5,9,10,54,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O3206,C04,V015,R021,14-07-2010,23-08-2010,04-09-2010,50,750,65.2,40,52,700,1,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O3207,C02,V004,R011,14-07-2010,28-08-2010,25-08-2010,50,215,12.75,45,42,165,1,0,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V004,Delta Traders,92,3,2,1,35,3
O3208,C03,V004,R020,15-07-2010,22-08-2010,14-08-2010,50,277,88,38,30,227,1,0,Amritsar,Bangalore,Train,4,3,3.5,No,High,V004,Delta Traders,92,3,2,1,35,3
O3209,C03,V001,R025,16-07-2010,21-08-2010,26-08-2010,64,147,88,36,41,83,1,1,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V001,Alpha Metals,81,3,1,2.6,49,6
O3210,C04,V001,R026,21-07-2010,20-09-2010,15-09-2010,176,180,65.2,61,56,4,1,0,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O3211,C05,V001,R012,23-07-2010,08-08-2010,04-09-2010,50,750,37,16,43,700,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O3212,C02,V013,R027,23-07-2010,17-09-2010,14-09-2010,50,393,12.75,56,53,343,1,0,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O3213,C05,V014,R023,23-07-2010,30-07-2010,19-08-2010,294,750,37,7,27,456,1,1,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O3214,C03,V010,R003,24-07-2010,08-09-2010,02-09-2010,136,593,88,46,40,457,1,0,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V010,Kappa Goods,63,8,4,6.1,86,2
O3215,C03,V006,R021,25-07-2010,12-08-2010,20-08-2010,569,655,88,18,26,86,1,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O3216,C04,V010,R018,25-07-2010,14-08-2010,13-09-2010,85,750,65.2,20,50,665,1,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O3217,C05,V007,R022,27-07-2010,03-09-2010,11-09-2010,50,356,37,38,46,306,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O3218,C02,V011,R021,27-07-2010,17-08-2010,09-08-2010,323,640,12.75,21,13,317,1,0,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O3219,C01,V011,R006,28-07-2010,16-08-2010,08-09-2010,50,213,25.5,19,42,163,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V011,Lambda Ltd.,71,5,0,1.5,58,5
O3220,C02,V002,R010,29-07-2010,16-08-2010,16-08-2010,183,344,12.75,18,18,161,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O3221,C04,V003,R003,03-08-2010,17-09-2010,28-09-2010,50,50,65.2,45,56,0,0,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O3222,C03,V013,R024,06-08-2010,02-09-2010,26-08-2010,131,410,88,27,20,279,1,0,Hyderabad,Bangalore,Lorry,4,2.3,2.8,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O3223,C04,V003,R015,07-08-2010,22-08-2010,15-08-2010,50,143,65.2,15,8,93,1,0,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O3224,C05,V001,R005,09-08-2010,21-09-2010,04-10-2010,131,750,37,43,56,619,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V001,Alpha Metals,81,3,1,2.6,49,6
O3225,C03,V003,R003,10-08-2010,19-08-2010,23-08-2010,50,539,88,9,13,489,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V003,Gamma Goods,71,8,1,4.7,47,7
O3226,C01,V002,R016,12-08-2010,26-09-2010,16-09-2010,50,239,25.5,45,35,189,1,0,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V002,Beta Supplies,76,9,4,4.2,64,1
O3227,C05,V014,R014,14-08-2010,03-09-2010,20-09-2010,462,750,37,20,37,288,1,1,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V014,Xi Exports,85,3,1,2.3,40,6
O3228,C02,V007,R017,14-08-2010,13-09-2010,07-09-2010,50,50,12.75,30,24,0,0,0,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O3229,C01,V002,R009,14-08-2010,23-09-2010,18-10-2010,89,455,25.5,40,65,366,1,1,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O3230,C01,V008,R016,15-08-2010,06-10-2010,19-10-2010,50,750,25.5,52,65,700,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V008,Theta Supplies,72,3,0,4.3,35,4
O3231,C02,V002,R012,17-08-2010,29-09-2010,26-10-2010,155,243,12.75,43,70,88,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O3232,C01,V007,R024,17-08-2010,24-09-2010,09-10-2010,50,75,25.5,38,53,25,1,1,Hyderabad,Bangalore,Lorry,4,2.3,2.8,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O3233,C05,V011,R026,17-08-2010,20-09-2010,11-10-2010,749,750,37,34,55,1,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O3234,C02,V014,R001,17-08-2010,26-09-2010,10-10-2010,50,159,12.75,40,54,109,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O3235,C03,V006,R021,18-08-2010,22-09-2010,16-10-2010,90,326,88,35,59,236,1,1,Mumbai,Bangalore,Train,3,2.2,2.9,Yes,Medium,V006,Zeta Imports,87,7,1,6,66,2
O3236,C05,V002,R022,19-08-2010,27-09-2010,02-10-2010,245,283,37,39,44,38,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O3237,C05,V014,R023,20-08-2010,30-08-2010,15-09-2010,225,396,37,10,26,171,1,1,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O3238,C01,V001,R006,22-08-2010,11-09-2010,01-09-2010,66,195,25.5,20,10,129,1,0,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V001,Alpha Metals,81,3,1,2.6,49,6
O3239,C05,V014,R030,22-08-2010,05-10-2010,04-11-2010,463,750,37,44,74,287,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O3240,C03,V014,R018,26-08-2010,24-10-2010,07-11-2010,62,178,88,59,73,116,1,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O3241,C05,V004,R012,26-08-2010,21-10-2010,23-10-2010,180,361,37,56,58,181,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V004,Delta Traders,92,3,2,1,35,3
O3242,C05,V013,R016,28-08-2010,07-10-2010,01-11-2010,50,139,37,40,65,89,1,1,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V013,Nu Logistics,77,6,3,6.5,77,5
O3243,C05,V010,R007,28-08-2010,04-09-2010,21-09-2010,557,750,37,7,24,193,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O3244,C05,V009,R024,29-08-2010,22-09-2010,05-10-2010,128,704,37,24,37,576,1,1,Hyderabad,Bangalore,Lorry,4,2.3,2.8,Yes,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O3245,C01,V001,R001,30-08-2010,29-09-2010,20-09-2010,50,177,25.5,30,21,127,1,0,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O3246,C04,V013,R027,30-08-2010,02-10-2010,10-10-2010,50,750,65.2,33,41,700,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V013,Nu Logistics,77,6,3,6.5,77,5
O3247,C03,V008,R003,01-09-2010,02-10-2010,22-10-2010,76,209,88,31,51,133,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O3248,C05,V004,R014,01-09-2010,28-10-2010,20-10-2010,127,256,37,57,49,129,1,0,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V004,Delta Traders,92,3,2,1,35,3
O3249,C05,V001,R015,02-09-2010,23-10-2010,19-11-2010,486,715,37,51,78,229,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O3250,C03,V005,R026,03-09-2010,20-09-2010,09-10-2010,461,513,88,17,36,52,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O3251,C01,V013,R005,04-09-2010,28-10-2010,08-11-2010,280,599,25.5,54,65,319,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V013,Nu Logistics,77,6,3,6.5,77,5
O3252,C05,V009,R001,04-09-2010,28-10-2010,09-11-2010,99,336,37,54,66,237,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O3253,C05,V004,R030,04-09-2010,21-09-2010,20-10-2010,192,502,37,17,46,310,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V004,Delta Traders,92,3,2,1,35,3
O3254,C05,V014,R025,04-09-2010,25-10-2010,19-10-2010,532,750,37,51,45,218,1,0,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V014,Xi Exports,85,3,1,2.3,40,6
O3255,C03,V012,R020,05-09-2010,15-10-2010,17-10-2010,50,285,88,40,42,235,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V012,Mu Materials,50,11,5,6.7,80,4
O3256,C01,V002,R014,05-09-2010,05-10-2010,31-10-2010,50,289,25.5,30,56,239,1,1,Vijayawada,Bangalore,Flight,2,0.8,1,No,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O3257,C04,V004,R022,05-09-2010,16-10-2010,05-11-2010,98,195,65.2,41,61,97,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V004,Delta Traders,92,3,2,1,35,3
O3258,C02,V002,R017,06-09-2010,12-09-2010,17-09-2010,50,87,12.75,6,11,37,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O3259,C05,V002,R030,07-09-2010,05-11-2010,23-11-2010,103,189,37,59,77,86,1,1,Lucknow,Bangalore,Train,4,2.2,2.5,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O3260,C02,V014,R025,07-09-2010,15-10-2010,02-11-2010,85,129,12.75,38,56,44,1,1,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V014,Xi Exports,85,3,1,2.3,40,6
O3261,C03,V014,R003,09-09-2010,01-10-2010,29-10-2010,428,700,88,22,50,272,1,1,Chennai,Bangalore,Flight,1,0.9,1.3,Yes,Low,V014,Xi Exports,85,3,1,2.3,40,6
O3262,C03,V014,R020,09-09-2010,05-11-2010,08-11-2010,514,666,88,57,60,152,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V014,Xi Exports,85,3,1,2.3,40,6
O3263,C03,V007,R027,09-09-2010,02-10-2010,20-10-2010,50,137,88,23,41,87,1,1,Pune,Bangalore,Lorry,4,2.1,2.6,Yes,Medium,V007,Eta Vendors,92,4,1,2.4,51,2
O3264,C04,V004,R002,10-09-2010,05-11-2010,02-12-2010,550,750,65.2,56,83,200,1,1,Delhi,Bangalore,Train,3,2.1,2.6,Yes,Low,V004,Delta Traders,92,3,2,1,35,3
O3265,C05,V007,R006,13-09-2010,02-11-2010,15-11-2010,50,71,37,50,63,21,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O3266,C01,V003,R016,14-09-2010,21-10-2010,14-10-2010,50,365,25.5,37,30,315,1,0,Jodhpur,Bangalore,Lorry,4,2.6,3.3,No,High,V003,Gamma Goods,71,8,1,4.7,47,7
O3267,C04,V010,R022,18-09-2010,18-10-2010,20-10-2010,50,551,65.2,30,32,501,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V010,Kappa Goods,63,8,4,6.1,86,2
O3268,C03,V012,R013,18-09-2010,07-11-2010,04-11-2010,50,253,88,50,47,203,1,0,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V012,Mu Materials,50,11,5,6.7,80,4
O3269,C02,V014,R018,20-09-2010,10-11-2010,20-11-2010,50,434,12.75,51,61,384,1,1,Rajkot,Bangalore,Train,4,2.2,2.5,No,Medium,V014,Xi Exports,85,3,1,2.3,40,6
O3270,C01,V005,R015,21-09-2010,06-11-2010,23-11-2010,50,750,25.5,46,63,700,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V005,Epsilon Corp,68,10,1,5,70,1
O3271,C01,V008,R026,26-09-2010,04-11-2010,25-11-2010,438,589,25.5,39,60,151,1,1,Jaipur,Bangalore,Train,4,2,2.4,Yes,Medium,V008,Theta Supplies,72,3,0,4.3,35,4
O3272,C01,V001,R013,26-09-2010,17-10-2010,07-10-2010,50,349,25.5,21,11,299,1,0,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O3273,C04,V008,R017,27-09-2010,04-12-2010,24-11-2010,191,258,65.2,68,58,67,1,0,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V008,Theta Supplies,72,3,0,4.3,35,4
O3274,C05,V006,R020,27-09-2010,15-10-2010,15-10-2010,242,750,37,18,18,508,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V006,Zeta Imports,87,7,1,6,66,2
O3275,C02,V002,R007,28-09-2010,20-11-2010,15-12-2010,50,380,12.75,53,78,330,1,1,Pune,Bangalore,Train,3,1.9,2.4,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O3276,C05,V010,R012,28-09-2010,01-11-2010,25-11-2010,126,627,37,34,58,501,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V010,Kappa Goods,63,8,4,6.1,86,2
O3277,C03,V012,R015,28-09-2010,13-11-2010,01-12-2010,89,306,88,46,64,217,1,1,Nashik,Bangalore,Train,3,1.7,2.1,No,Medium,V012,Mu Materials,50,11,5,6.7,80,4
O3278,C05,V001,R001,29-09-2010,14-11-2010,26-11-2010,50,253,37,46,58,203,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O3279,C03,V010,R020,30-09-2010,27-10-2010,18-10-2010,50,750,88,27,18,700,1,0,Amritsar,Bangalore,Train,4,3,3.5,No,High,V010,Kappa Goods,63,8,4,6.1,86,2
O3280,C04,V001,R009,30-09-2010,29-10-2010,22-11-2010,298,326,65.2,29,53,28,1,1,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V001,Alpha Metals,81,3,1,2.6,49,6
O3281,C01,V002,R001,01-10-2010,27-10-2010,11-11-2010,50,258,25.5,26,41,208,1,1,Mumbai,Bangalore,Lorry,4,2.4,3.1,Yes,Medium,V002,Beta Supplies,76,9,4,4.2,64,1
O3282,C04,V014,R005,02-10-2010,20-10-2010,22-10-2010,301,408,65.2,18,20,107,1,1,Ahmedabad,Bangalore,Lorry,4,2.2,2.8,Yes,High,V014,Xi Exports,85,3,1,2.3,40,6
O3283,C03,V015,R006,03-10-2010,15-10-2010,02-11-2010,66,277,88,12,30,211,1,1,Jaipur,Bangalore,Flight,2,0.7,1.1,Yes,Low,V015,Omicron Co.,81,3,0,4.4,69,7
O3284,C03,V009,R023,03-10-2010,16-10-2010,05-11-2010,50,178,88,13,33,128,1,1,Chennai,Bangalore,Train,4,1.9,2.1,Yes,Medium,V009,Iota Traders,64,6,1,8.1,80,1
O3285,C02,V007,R022,03-10-2010,25-11-2010,23-12-2010,178,255,12.75,53,81,77,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V007,Eta Vendors,92,4,1,2.4,51,2
O3286,C01,V006,R022,04-10-2010,27-11-2010,04-12-2010,157,356,25.5,54,61,199,1,1,Delhi,Bangalore,Flight,2,1,1.2,Yes,Low,V006,Zeta Imports,87,7,1,6,66,2
O3287,C05,V012,R012,04-10-2010,19-10-2010,23-10-2010,236,667,37,15,19,431,1,1,Indore,Bangalore,Train,3,2,2.2,No,Medium,V012,Mu Materials,50,11,5,6.7,80,4
O3288,C02,V011,R013,06-10-2010,29-10-2010,21-10-2010,146,241,12.75,23,15,95,1,0,Thane,Bangalore,Lorry,4,2.5,2.9,No,Medium,V011,Lambda Ltd.,71,5,0,1.5,58,5
O3289,C04,V002,R020,06-10-2010,24-11-2010,20-12-2010,245,750,65.2,49,75,505,1,1,Amritsar,Bangalore,Train,4,3,3.5,No,High,V002,Beta Supplies,76,9,4,4.2,64,1
O3290,C01,V009,R017,07-10-2010,05-11-2010,05-11-2010,50,314,25.5,29,29,264,1,1,Mysore,Bangalore,Flight,2,0.6,1,No,Low,V009,Iota Traders,64,6,1,8.1,80,1
O3291,C04,V008,R011,07-10-2010,16-10-2010,14-10-2010,50,219,65.2,9,7,169,1,0,Patna,Bangalore,Lorry,5,3.1,3.7,No,High,V008,Theta Supplies,72,3,0,4.3,35,4
O3292,C03,V015,R009,08-10-2010,02-11-2010,04-11-2010,106,401,88,25,27,295,1,1,Surat,Bangalore,Train,4,2.1,2.5,Yes,Medium,V015,Omicron Co.,81,3,0,4.4,69,7
O3293,C04,V015,R010,09-10-2010,18-11-2010,14-12-2010,78,750,65.2,40,66,672,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V015,Omicron Co.,81,3,0,4.4,69,7
O3294,C02,V002,R025,09-10-2010,06-11-2010,25-11-2010,129,165,12.75,28,47,36,1,1,Ahmedabad,Bangalore,Flight,2,0.7,1.1,Yes,Low,V002,Beta Supplies,76,9,4,4.2,64,1
O3295,C03,V003,R019,09-10-2010,26-11-2010,25-12-2010,91,381,88,48,77,290,1,1,Coimbatore,Bangalore,Lorry,3,2.3,2.6,No,Medium,V003,Gamma Goods,71,8,1,4.7,47,7
O3296,C02,V010,R010,09-10-2010,31-10-2010,08-11-2010,50,207,12.75,22,30,157,1,1,Lucknow,Bangalore,Flight,2,1,1.5,Yes,Low,V010,Kappa Goods,63,8,4,6.1,86,2
